PA776UW,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UW,PA77 6UW,,,,other,Postcode,99885,744705,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XB,PA77 6XB,,,,other,Postcode,96527,746675,3500,18000,,,,,,,Kilmoluaig,http://data.ordnancesurvey.co.uk/id/4000000074570275,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XQ,PA77 6XQ,,,,other,Postcode,94029,743223,3500,18000,,,,,,,Sandaig,http://data.ordnancesurvey.co.uk/id/4000000074569918,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UB,PA77 6UB,,,,other,Postcode,98707,740565,3500,18000,,,,,,,Mannal,http://data.ordnancesurvey.co.uk/id/4000000074569253,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XA,PA77 6XA,,,,other,Postcode,97748,747257,3500,18000,,,,,,,Cornaigmore,http://data.ordnancesurvey.co.uk/id/4000000074570273,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776TY,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776TY,PA77 6TY,,,,other,Postcode,97606,743169,3500,18000,,,,,,,Heylipol,http://data.ordnancesurvey.co.uk/id/4000000074569597,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XF,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XF,PA77 6XF,,,,other,Postcode,94498,744696,3500,18000,,,,,,,Kilkenneth,http://data.ordnancesurvey.co.uk/id/4000000074569923,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UX,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UX,PA77 6UX,,,,other,Postcode,99493,747517,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UP,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UP,PA77 6UP,,,,other,Postcode,99490,744281,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UA,PA77 6UA,,,,other,Postcode,98582,741031,3500,18000,,,,,,,Balemartine,http://data.ordnancesurvey.co.uk/id/4000000074569593,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XG,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XG,PA77 6XG,,,,other,Postcode,94623,744003,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776TX,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776TX,PA77 6TX,,,,other,Postcode,99352,742872,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XJ,PA77 6XJ,,,,other,Postcode,95516,742997,3500,18000,,,,,,,Barrapol,http://data.ordnancesurvey.co.uk/id/4000000074569598,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UT,PA77 6UT,,,,other,Postcode,99752,743794,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UR,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UR,PA77 6UR,,,,other,Postcode,99842,743796,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UE,PA77 6UE,,,,other,Postcode,95948,740445,3500,18000,,,,,,,Balephuil,http://data.ordnancesurvey.co.uk/id/4000000074569596,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776TZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776TZ,PA77 6TZ,,,,other,Postcode,98160,742243,3500,18000,,,,,,,Balinoe,http://data.ordnancesurvey.co.uk/id/4000000074569595,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XE,PA77 6XE,,,,other,Postcode,94738,745269,3500,18000,,,,,,,Kilkenneth,http://data.ordnancesurvey.co.uk/id/4000000074569923,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004218909,http://data.ordnancesurvey.co.uk/id/4000000004218909,Sruthan Terrace,,,,transportNetwork,Named Road,100000,743814,4000,20000,99791,743721,100386,743973,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004218910,http://data.ordnancesurvey.co.uk/id/4000000004218910,Shore Street,,,,transportNetwork,Named Road,98587,741278,1000,20000,98524,741173,98622,741379,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,Balemartine,http://data.ordnancesurvey.co.uk/id/4000000074569593,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004219312,http://data.ordnancesurvey.co.uk/id/4000000004219312,B8065,,,,transportNetwork,Numbered Road,99882,743767,67000,250000,94615,742665,104896,745430,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004219311,http://data.ordnancesurvey.co.uk/id/4000000004219311,B8066,,,,transportNetwork,Numbered Road,98548,741157,26000,250000,98354,739136,98717,743181,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,Balemartine,http://data.ordnancesurvey.co.uk/id/4000000074569593,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004219310,http://data.ordnancesurvey.co.uk/id/4000000004219310,B8067,,,,transportNetwork,Numbered Road,96789,741227,18000,250000,95738,740137,98512,741546,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,Balephuil,http://data.ordnancesurvey.co.uk/id/4000000074569596,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074767574,http://data.ordnancesurvey.co.uk/id/4000000074767574,Cnoc na Crithe,,,,landform,Hill Or Mountain,96324,740120,1000,300000,96074,739870,96574,740370,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074720532,http://data.ordnancesurvey.co.uk/id/4000000074720532,Tràigh Ghrianal,,,,landcover,Beach,93643,744188,4000,100000,93355,743938,93955,744438,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758007,http://data.ordnancesurvey.co.uk/id/4000000074758007,An t-Sligneach,,,,landform,Other Coastal Landform,93844,740026,1000,50000,93567,739776,94067,740276,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074720531,http://data.ordnancesurvey.co.uk/id/4000000074720531,Tràigh Baile a' Mhuilinn,,,,landcover,Beach,95384,747691,4000,100000,95100,747448,95667,748069,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074767544,http://data.ordnancesurvey.co.uk/id/4000000074767544,Cnoc Grianal,,,,landform,Hill Or Mountain,96463,740390,1000,300000,96213,740140,96713,740640,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
