osgb4000000074564761,http://data.ordnancesurvey.co.uk/id/4000000074564761,Llanfihangel Glyn Myfyr,,,,populatedPlace,Village,299020,349110,5000,250000,298721,348686,299355,349520,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2644067
osgb4000000074321159,http://data.ordnancesurvey.co.uk/id/4000000074321159,Ty-nant,,,,populatedPlace,Hamlet,298818,344916,5000,25000,298403,344560,299239,345073,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074563820,http://data.ordnancesurvey.co.uk/id/4000000074563820,Cefn-brith,,,,populatedPlace,Hamlet,293143,350518,5000,25000,292859,350195,293533,350695,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074564147,http://data.ordnancesurvey.co.uk/id/4000000074564147,Nebo,,,,populatedPlace,Hamlet,283613,356151,5000,25000,283375,355762,283875,356559,LL26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL26,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074564762,http://data.ordnancesurvey.co.uk/id/4000000074564762,Cerrigydrudion,,,,populatedPlace,Village,295537,348767,9000,250000,294825,348368,296233,348977,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2653422
osgb4000000074565057,http://data.ordnancesurvey.co.uk/id/4000000074565057,Ysbyty Ifan,,,,populatedPlace,Village,284172,348837,4000,250000,283985,348542,284485,349107,LL24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL24,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2633339
osgb4000000074563819,http://data.ordnancesurvey.co.uk/id/4000000074563819,Pentre-llyn-cymmer,,,,populatedPlace,Hamlet,297439,352832,5000,25000,297006,352350,297776,353124,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074564454,http://data.ordnancesurvey.co.uk/id/4000000074564454,Nant-y-Rhiw,,,,populatedPlace,Hamlet,282008,358806,5000,25000,281709,358519,282253,359019,LL26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL26,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074543289,http://data.ordnancesurvey.co.uk/id/4000000074543289,Glan-yr-afon,,,,populatedPlace,Other Settlement,291019,341000,15000,25000,290791,340763,291291,341263,LL23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL23,,,,,,,Gwynedd - Gwynedd,http://data.ordnancesurvey.co.uk/id/7000000000025483,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240NH,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240NH,LL24 0NH,,,,other,Postcode,284196,348829,3500,18000,,,,,,,Ysbyty Ifan,http://data.ordnancesurvey.co.uk/id/4000000074565057,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219TF,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219TF,LL21 9TF,,,,other,Postcode,295397,348732,3500,18000,,,,,,,Cerrigydrudion,http://data.ordnancesurvey.co.uk/id/4000000074564762,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210SF,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210SF,LL21 0SF,,,,other,Postcode,294648,347822,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210SB,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210SB,LL21 0SB,,,,other,Postcode,289616,347205,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL165SP,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL165SP,LL16 5SP,,,,other,Postcode,293816,356120,3500,18000,,,,,,,,,,,,,Sir Ddinbych - Denbighshire,http://data.ordnancesurvey.co.uk/id/7000000000025487,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219SE,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219SE,LL21 9SE,,,,other,Postcode,295380,348892,3500,18000,,,,,,,Cerrigydrudion,http://data.ordnancesurvey.co.uk/id/4000000074564762,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219TD,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219TD,LL21 9TD,,,,other,Postcode,294797,349755,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219UL,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219UL,LL21 9UL,,,,other,Postcode,299924,349230,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219UA,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219UA,LL21 9UA,,,,other,Postcode,295492,348792,3500,18000,,,,,,,Cerrigydrudion,http://data.ordnancesurvey.co.uk/id/4000000074564762,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240NS,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240NS,LL24 0NS,,,,other,Postcode,284347,348885,3500,18000,,,,,,,Ysbyty Ifan,http://data.ordnancesurvey.co.uk/id/4000000074565057,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL260SU,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL260SU,LL26 0SU,,,,other,Postcode,282320,356994,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210RR,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210RR,LL21 0RR,,,,other,Postcode,296660,344734,3500,18000,,,,,,,Llangwm,http://data.ordnancesurvey.co.uk/id/4000000074564760,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210PU,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210PU,LL21 0PU,,,,other,Postcode,296986,346031,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210RT,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210RT,LL21 0RT,,,,other,Postcode,295315,348800,3500,18000,,,,,,,Cerrigydrudion,http://data.ordnancesurvey.co.uk/id/4000000074564762,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240TF,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240TF,LL24 0TF,,,,other,Postcode,289516,352132,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL260SY,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL260SY,LL26 0SY,,,,other,Postcode,283545,356310,3500,18000,,,,,,,Nebo,http://data.ordnancesurvey.co.uk/id/4000000074564147,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210RE,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210RE,LL21 0RE,,,,other,Postcode,298449,344738,3500,18000,,,,,,,Ty-nant,http://data.ordnancesurvey.co.uk/id/4000000074321159,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210SH,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210SH,LL21 0SH,,,,other,Postcode,291955,350258,3500,18000,,,,,,,Glasfryn,http://data.ordnancesurvey.co.uk/id/4000000074563821,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240LP,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240LP,LL24 0LP,,,,other,Postcode,288175,350331,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL219UN,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL219UN,LL21 9UN,,,,other,Postcode,298680,350283,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210RF,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210RF,LL21 0RF,,,,other,Postcode,296603,346006,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL228UY,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL228UY,LL22 8UY,,,,other,Postcode,287507,359818,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240LH,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240LH,LL24 0LH,,,,other,Postcode,288834,351027,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL260RW,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL260RW,LL26 0RW,,,,other,Postcode,281571,355394,3500,18000,,,,,,,Capel Garmon,http://data.ordnancesurvey.co.uk/id/4000000074564148,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240LR,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240LR,LL24 0LR,,,,other,Postcode,286985,352132,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240HN,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240HN,LL24 0HN,,,,other,Postcode,283982,351435,3500,18000,,,,,,,Padog,http://data.ordnancesurvey.co.uk/id/4000000074564146,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210RU,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210RU,LL21 0RU,,,,other,Postcode,294016,349437,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240SL,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240SL,LL24 0SL,,,,other,Postcode,280164,354214,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240ST,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240ST,LL24 0ST,,,,other,Postcode,283362,352087,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240PE,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240PE,LL24 0PE,,,,other,Postcode,284670,349618,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240TE,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240TE,LL24 0TE,,,,other,Postcode,289914,352351,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL260RF,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL260RF,LL26 0RF,,,,other,Postcode,281338,356106,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL260TA,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL260TA,LL26 0TA,,,,other,Postcode,284276,356293,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240PN,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240PN,LL24 0PN,,,,other,Postcode,281061,353508,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240HP,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240HP,LL24 0HP,,,,other,Postcode,285475,351181,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL240LW,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL240LW,LL24 0LW,,,,other,Postcode,289665,349706,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
LL210SE,http://data.ordnancesurvey.co.uk/id/postcodeunit/LL210SE,LL21 0SE,,,,other,Postcode,293156,347751,3500,18000,,,,,,,,,,,,,Conwy - Conwy,http://data.ordnancesurvey.co.uk/id/7000000000025493,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
