osgb4000000074542633,http://data.ordnancesurvey.co.uk/id/4000000074542633,Claddach Kyles,eng,Cladach a' Chaolais,gla,populatedPlace,Hamlet,76937,866924,5000,25000,76481,866223,77553,867490,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564811,http://data.ordnancesurvey.co.uk/id/4000000074564811,Baile Mhàrtainn,gla,Balmartin,eng,populatedPlace,Hamlet,72415,873365,5000,25000,72197,872889,72697,873794,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543326,http://data.ordnancesurvey.co.uk/id/4000000074543326,Grìminis,,,,populatedPlace,Other Settlement,75214,875880,15000,25000,74964,875624,75464,876167,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542603,http://data.ordnancesurvey.co.uk/id/4000000074542603,Baile Raghnill,gla,Balranald,eng,populatedPlace,Hamlet,72376,870095,5000,25000,71780,869677,72982,870426,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542680,http://data.ordnancesurvey.co.uk/id/4000000074542680,Baleshare,eng,Baile Sear,gla,populatedPlace,Other Settlement,78848,861687,15000,25000,78528,861136,79368,863382,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65ET,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65ET,HS6 5ET,,,,other,Postcode,79809,863617,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BZ,HS6 5BZ,,,,other,Postcode,75178,875712,3500,18000,,,,,,,Grìminis,http://data.ordnancesurvey.co.uk/id/4000000074543326,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DA,HS6 5DA,,,,other,Postcode,79356,873547,3500,18000,,,,,,,Solas / Sollas,http://data.ordnancesurvey.co.uk/id/4000000074573060,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DE,HS6 5DE,,,,other,Postcode,71630,871824,3500,18000,,,,,,,Tigh a' Ghearraidh / Tigharry,http://data.ordnancesurvey.co.uk/id/4000000074336989,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DG,HS6 5DG,,,,other,Postcode,72330,872977,3500,18000,,,,,,,Baile Mhàrtainn / Balmartin,http://data.ordnancesurvey.co.uk/id/4000000074564811,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EB,HS6 5EB,,,,other,Postcode,73643,867436,3500,18000,,,,,,,Paibeil,http://data.ordnancesurvey.co.uk/id/4000000074813578,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DX,HS6 5DX,,,,other,Postcode,74879,867927,3500,18000,,,,,,,Paibeil,http://data.ordnancesurvey.co.uk/id/4000000074813578,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DZ,HS6 5DZ,,,,other,Postcode,74537,867616,3500,18000,,,,,,,Paibeil,http://data.ordnancesurvey.co.uk/id/4000000074813578,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EP,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EP,HS6 5EP,,,,other,Postcode,78169,865588,3500,18000,,,,,,,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65ES,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65ES,HS6 5ES,,,,other,Postcode,79645,864521,3500,18000,,,,,,,Claddach Illeray / Cladach Iolaraigh,http://data.ordnancesurvey.co.uk/id/4000000074547318,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65AL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65AL,HS6 5AL,,,,other,Postcode,77502,866163,3500,18000,,,,,,,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EF,HS6 5EF,,,,other,Postcode,72940,868537,3500,18000,,,,,,,Paibeil,http://data.ordnancesurvey.co.uk/id/4000000074813578,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DQ,HS6 5DQ,,,,other,Postcode,72539,873545,3500,18000,,,,,,,Baile Mhàrtainn / Balmartin,http://data.ordnancesurvey.co.uk/id/4000000074564811,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BX,HS6 5BX,,,,other,Postcode,79464,874106,3500,18000,,,,,,,Solas / Sollas,http://data.ordnancesurvey.co.uk/id/4000000074573060,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DT,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DT,HS6 5DT,,,,other,Postcode,75730,867988,3500,18000,,,,,,,Claddach-Knockline / Cladach Chnoc a Lin,http://data.ordnancesurvey.co.uk/id/4000000074547319,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DF,HS6 5DF,,,,other,Postcode,72367,872390,3500,18000,,,,,,,Hosta,http://data.ordnancesurvey.co.uk/id/4000000074564810,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65EW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65EW,HS6 5EW,,,,other,Postcode,77168,866731,3500,18000,,,,,,,Claddach Kyles / Cladach a' Chaolais,http://data.ordnancesurvey.co.uk/id/4000000074542633,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65BY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65BY,HS6 5BY,,,,other,Postcode,78403,873279,3500,18000,,,,,,,Botarua / Botarubha,http://data.ordnancesurvey.co.uk/id/4000000074564504,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DL,HS6 5DL,,,,other,Postcode,70657,871058,3500,18000,,,,,,,Hogha Gearraidh / Hougharry,http://data.ordnancesurvey.co.uk/id/4000000074573059,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DW,HS6 5DW,,,,other,Postcode,72337,869989,3500,18000,,,,,,,Baile Raghnill / Balranald,http://data.ordnancesurvey.co.uk/id/4000000074542603,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DS,HS6 5DS,,,,other,Postcode,74889,868243,3500,18000,,,,,,,Paibeil,http://data.ordnancesurvey.co.uk/id/4000000074813578,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65HQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65HQ,HS6 5HQ,,,,other,Postcode,77681,862061,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DH,HS6 5DH,,,,other,Postcode,72902,875322,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS65DU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS65DU,HS6 5DU,,,,other,Postcode,76432,867302,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
890de3f4-6215-4cf1-8de1-5c68ca4e0e25,http://data.ordnancesurvey.co.uk/id/890de3f4-6215-4cf1-8de1-5c68ca4e0e25,Committee Road,,,,transportNetwork,Section Of Named Road,76937,867295,2000,25000,76819,867164,77063,867447,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,Claddach Kyles / Cladach a' Chaolais,http://data.ordnancesurvey.co.uk/id/4000000074542633,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,osgb4000000003423769,,
osgb5000005105868098,http://data.ordnancesurvey.co.uk/id/5000005105868098,Slighe Ruairidh Alasdair,,,,transportNetwork,Named Road,77525,866176,1000,20000,77493,866130,77557,866224,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,Claddach Kirkibost / Cladach Chirceboist,http://data.ordnancesurvey.co.uk/id/4000000074542541,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003423769,http://data.ordnancesurvey.co.uk/id/4000000003423769,Committee Road,,,,transportNetwork,Named Road,78645,869700,20000,38000,76819,867164,79205,872975,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074719959,http://data.ordnancesurvey.co.uk/id/4000000074719959,Tràigh-Stir,,,,landcover,Beach,71580,873005,4000,100000,71302,872756,71861,873256,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074808230,http://data.ordnancesurvey.co.uk/id/4000000074808230,Loch Mhic Coan,,,,hydrography,Inland Water,77945,861949,1000,500000,77718,861699,78218,862199,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074757899,http://data.ordnancesurvey.co.uk/id/4000000074757899,Stangram,,,,landform,Island,77785,875063,1000,800000,77550,874813,78050,875313,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074809509,http://data.ordnancesurvey.co.uk/id/4000000074809509,Loch Leac Mhic Gille-bhride,,,,hydrography,Inland Water,76730,869410,2000,500000,76480,869164,76980,869664,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074757454,http://data.ordnancesurvey.co.uk/id/4000000074757454,Leac a' Bharraich,,,,landform,Other Coastal Landform,63517,861093,2000,20000,63267,860881,63767,861381,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074747093,http://data.ordnancesurvey.co.uk/id/4000000074747093,Rubha Mòr,,,,landform,Other Coastal Landform,72382,866436,1000,20000,72132,866209,72632,866709,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074720526,http://data.ordnancesurvey.co.uk/id/4000000074720526,Tràigh Iar,,,,landcover,Beach,69510,870144,10000,100000,68970,868784,70051,870333,HS6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS6,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
