osgb4000000074557239,http://data.ordnancesurvey.co.uk/id/4000000074557239,Broughtown,,,,populatedPlace,Village,365905,1040423,14000,250000,364666,1040119,366747,1041758,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Broughtown,
osgb4000000074577930,http://data.ordnancesurvey.co.uk/id/4000000074577930,Burness,,,,populatedPlace,Other Settlement,367122,1044448,15000,25000,365722,1043480,368337,1045076,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557236,http://data.ordnancesurvey.co.uk/id/4000000074557236,Newark,,,,populatedPlace,Hamlet,372005,1042272,5000,25000,371795,1041996,372346,1042496,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555004,http://data.ordnancesurvey.co.uk/id/4000000074555004,Linklet,,,,populatedPlace,Other Settlement,375943,1054137,15000,25000,375745,1053612,376559,1054532,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335822,http://data.ordnancesurvey.co.uk/id/4000000074335822,Lady,,,,populatedPlace,Village,368830,1041067,8000,250000,368396,1040742,369613,1041416,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BG,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BG,KW17 2BG,,,,other,Postcode,376798,1055016,3500,18000,,,,,,,Easting,http://data.ordnancesurvey.co.uk/id/4000000074543501,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BB,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BB,KW17 2BB,,,,other,Postcode,368719,1041128,3500,18000,,,,,,,Lady,http://data.ordnancesurvey.co.uk/id/4000000074335822,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BE,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BE,KW17 2BE,,,,other,Postcode,375851,1053117,3500,18000,,,,,,,Bustatoun,http://data.ordnancesurvey.co.uk/id/4000000074576766,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BW,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BW,KW17 2BW,,,,other,Postcode,369065,1041143,3500,18000,,,,,,,Lady,http://data.ordnancesurvey.co.uk/id/4000000074335822,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172AZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172AZ,KW17 2AZ,,,,other,Postcode,367016,1044156,3500,18000,,,,,,,Burness,http://data.ordnancesurvey.co.uk/id/4000000074577930,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BN,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BN,KW17 2BN,,,,other,Postcode,367076,1040835,3500,18000,,,,,,,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BL,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BL,KW17 2BL,,,,other,Postcode,367447,1040105,3500,18000,,,,,,,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172AY,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172AY,KW17 2AY,,,,other,Postcode,366008,1041062,3500,18000,,,,,,,Broughtown,http://data.ordnancesurvey.co.uk/id/4000000074557239,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BP,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BP,KW17 2BP,,,,other,Postcode,374016,1044173,3500,18000,,,,,,,Rusness,http://data.ordnancesurvey.co.uk/id/4000000074541580,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003265900,http://data.ordnancesurvey.co.uk/id/4000000003265900,B9068,,,,transportNetwork,Numbered Road,366524,1041750,44000,250000,365854,1038440,367258,1045184,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003265621,http://data.ordnancesurvey.co.uk/id/4000000003265621,Coo Road,,,,transportNetwork,Named Road,365598,1041319,9000,20000,364912,1040601,366332,1041692,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,Broughtown,http://data.ordnancesurvey.co.uk/id/4000000074557239,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003266164,http://data.ordnancesurvey.co.uk/id/4000000003266164,B9069,,,,transportNetwork,Numbered Road,371151,1041782,65000,250000,366105,1039554,376059,1044395,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751852,http://data.ordnancesurvey.co.uk/id/4000000074751852,Ore Ledge,,,,landform,Other Coastal Landform,375788,1043735,2000,50000,375538,1043482,376038,1043982,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752412,http://data.ordnancesurvey.co.uk/id/4000000074752412,Long Taing,,,,landform,Other Coastal Landform,372361,1045077,3000,50000,372112,1044837,372612,1045337,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074792566,http://data.ordnancesurvey.co.uk/id/4000000074792566,Hooking Loch,,,,hydrography,Inland Water,376435,1053243,3000,500000,376160,1052993,376660,1053493,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751854,http://data.ordnancesurvey.co.uk/id/4000000074751854,Hine Greenie,,,,landform,Other Coastal Landform,376486,1045122,1000,50000,376239,1044873,376739,1045373,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752582,http://data.ordnancesurvey.co.uk/id/4000000074752582,Tunna Skerry,,,,landform,Other Coastal Landform,367174,1045461,1000,50000,366924,1045211,367424,1045711,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074587786,http://data.ordnancesurvey.co.uk/id/4000000074587786,Selchie Geo,,,,landform,Other Coastal Landform,364640,1046500,1000,15000,364388,1046250,364888,1046750,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751654,http://data.ordnancesurvey.co.uk/id/4000000074751654,Snash Ness,,,,landform,Other Coastal Landform,377262,1055004,1000,50000,376984,1054755,377484,1055255,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074799351,http://data.ordnancesurvey.co.uk/id/4000000074799351,Lens Wick,,,,hydrography,Bay,376427,1055808,6000,150000,375852,1055589,376767,1056198,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752543,http://data.ordnancesurvey.co.uk/id/4000000074752543,Dennis Taing,,,,landform,Other Coastal Landform,378981,1055077,2000,50000,378727,1054827,379227,1055327,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074760629,http://data.ordnancesurvey.co.uk/id/4000000074760629,Taing of Tor Sker,,,,landform,Other Coastal Landform,373200,1045049,4000,50000,372924,1044808,373476,1045310,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074790535,http://data.ordnancesurvey.co.uk/id/4000000074790535,Ooin Cletts,,,,hydrography,Channel,376870,1055710,1000,100000,376620,1055445,377120,1055945,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751738,http://data.ordnancesurvey.co.uk/id/4000000074751738,Ires Taing,,,,landform,Other Coastal Landform,377828,1056037,1000,50000,377591,1055787,378091,1056287,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074760515,http://data.ordnancesurvey.co.uk/id/4000000074760515,Clay Face,,,,landcover,Wetland,364203,1040886,1000,200000,363952,1040636,364452,1041136,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074798667,http://data.ordnancesurvey.co.uk/id/4000000074798667,Bay of Sandquoy,,,,hydrography,Bay,373876,1045392,12000,150000,373048,1044668,374670,1046558,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752678,http://data.ordnancesurvey.co.uk/id/4000000074752678,Ebb of the Riv,,,,landform,Other Coastal Landform,368054,1047002,1000,50000,367809,1046753,368309,1047253,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752501,http://data.ordnancesurvey.co.uk/id/4000000074752501,Whitemill Point,,,,landform,Coastal Headland,369804,1046204,3000,750000,369500,1045954,370010,1046454,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751688,http://data.ordnancesurvey.co.uk/id/4000000074751688,Start Point,,,,landform,Coastal Headland,378364,1043631,5000,750000,377963,1043353,378798,1043909,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752895,http://data.ordnancesurvey.co.uk/id/4000000074752895,Dennis Head,,,,landform,Coastal Headland,378960,1055219,4000,750000,378710,1054937,379210,1055521,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752309,http://data.ordnancesurvey.co.uk/id/4000000074752309,Tor Ness,,,,landcover,Wetland,367267,1042405,1000,200000,367017,1042152,367517,1042652,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752256,http://data.ordnancesurvey.co.uk/id/4000000074752256,The Lurn,,,,landform,Other Coastal Landform,374386,1052494,1000,50000,374136,1052243,374636,1052743,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074587720,http://data.ordnancesurvey.co.uk/id/4000000074587720,Staff Geo,,,,landform,Other Coastal Landform,375428,1055117,1000,15000,375203,1054867,375703,1055367,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074587604,http://data.ordnancesurvey.co.uk/id/4000000074587604,Hindoo Geo,,,,landform,Other Coastal Landform,375899,1051911,1000,15000,375653,1051662,376153,1052162,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074798875,http://data.ordnancesurvey.co.uk/id/4000000074798875,Bay of Brough,,,,hydrography,Bay,365342,1041894,8000,150000,364844,1041277,365879,1042510,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074587853,http://data.ordnancesurvey.co.uk/id/4000000074587853,Gairsna Geo,,,,landform,Other Coastal Landform,374980,1053483,1000,15000,374726,1053233,375226,1053733,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074752007,http://data.ordnancesurvey.co.uk/id/4000000074752007,Twinyess,,,,landform,Other Coastal Landform,374477,1052649,1000,50000,374227,1052410,374727,1052910,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
