PA766SN,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SN,PA76 6SN,,,,other,Postcode,128461,724590,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA766SJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SJ,PA76 6SJ,,,,other,Postcode,128568,724084,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BP,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BP,PA66 6BP,,,,other,Postcode,131250,724209,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DX,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DX,PA67 6DX,,,,other,Postcode,134731,723242,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DH,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DH,PA67 6DH,,,,other,Postcode,138752,723224,3500,18000,,,,,,,Ardtun,http://data.ordnancesurvey.co.uk/id/4000000074552734,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DQ,PA67 6DQ,,,,other,Postcode,138582,721910,3500,18000,,,,,,,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA766SG,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SG,PA76 6SG,,,,other,Postcode,128463,724284,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BU,PA66 6BU,,,,other,Postcode,130192,724173,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DJ,PA67 6DJ,,,,other,Postcode,139111,721996,3500,18000,,,,,,,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BW,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BW,PA66 6BW,,,,other,Postcode,131994,723161,3500,18000,,,,,,,Aridhglas,http://data.ordnancesurvey.co.uk/id/4000000074553108,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BS,PA66 6BS,,,,other,Postcode,131385,725085,3500,18000,,,,,,,Kintra,http://data.ordnancesurvey.co.uk/id/4000000074553472,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DP,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DP,PA67 6DP,,,,other,Postcode,138140,721706,3500,18000,,,,,,,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA766SL,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SL,PA76 6SL,,,,other,Postcode,128548,724363,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DU,PA67 6DU,,,,other,Postcode,136338,721800,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA766SQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SQ,PA76 6SQ,,,,other,Postcode,128679,724500,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA766SP,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA766SP,PA76 6SP,,,,other,Postcode,127800,723666,3500,18000,,,,,,,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BN,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BN,PA66 6BN,,,,other,Postcode,131186,720887,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DA,PA67 6DA,,,,other,Postcode,137903,721723,3500,18000,,,,,,,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DG,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DG,PA67 6DG,,,,other,Postcode,138294,722044,3500,18000,,,,,,,Ardtun,http://data.ordnancesurvey.co.uk/id/4000000074552734,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA676DB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA676DB,PA67 6DB,,,,other,Postcode,138341,721889,3500,18000,,,,,,,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA666BH,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA666BH,PA66 6BH,,,,other,Postcode,130327,723205,3500,18000,,,,,,,Fionnphort,http://data.ordnancesurvey.co.uk/id/4000000074553109,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004232871,http://data.ordnancesurvey.co.uk/id/4000000004232871,Millbrae,,,,transportNetwork,Named Road,138569,721897,1000,20000,138534,721861,138615,721942,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb5000005193112827,http://data.ordnancesurvey.co.uk/id/5000005193112827,The Glebe,,,,transportNetwork,Named Road,128494,724301,1000,20000,128464,724260,128511,724307,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,Baile Mòr,http://data.ordnancesurvey.co.uk/id/4000000074553110,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb5000005111465086,http://data.ordnancesurvey.co.uk/id/5000005111465086,Ardmeanach View,,,,transportNetwork,Named Road,137931,721717,1000,20000,137903,721677,137960,721743,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,Bunessan,http://data.ordnancesurvey.co.uk/id/4000000074552732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004232870,http://data.ordnancesurvey.co.uk/id/4000000004232870,Monadh Mor,,,,transportNetwork,Named Road,130358,723216,1000,20000,130305,723215,130432,723249,PA66,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA66,Fionnphort,http://data.ordnancesurvey.co.uk/id/4000000074553109,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074779964,http://data.ordnancesurvey.co.uk/id/4000000074779964,Sròn Iolaire,,,,landform,Other Landform,127185,723408,1000,15000,126935,723164,127435,723664,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074604405,http://data.ordnancesurvey.co.uk/id/4000000074604405,Erisgeir,,,,landform,Island,138139,732415,2000,800000,137875,732166,138375,732666,PA68,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA68,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074748615,http://data.ordnancesurvey.co.uk/id/4000000074748615,Glas Eilean,,,,landform,Other Coastal Landform,128077,723094,1000,20000,127827,722851,128327,723351,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074748846,http://data.ordnancesurvey.co.uk/id/4000000074748846,Rubha Mhic-aoidh,,,,landform,Coastal Headland,131334,725651,1000,750000,131105,725402,131605,725902,PA66,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA66,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751446,http://data.ordnancesurvey.co.uk/id/4000000074751446,Rubha Bhrisdeadh-ramh,,,,landform,Coastal Headland,136737,739840,4000,750000,136425,739524,137048,740089,PA73,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA73,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074750570,http://data.ordnancesurvey.co.uk/id/4000000074750570,Rubha na Reing,,,,landform,Coastal Headland,133667,725175,3000,750000,133349,724925,133857,725425,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074748847,http://data.ordnancesurvey.co.uk/id/4000000074748847,Carraig an Daimh,,,,landform,Island,127389,725593,1000,800000,127139,725343,127639,725843,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074784548,http://data.ordnancesurvey.co.uk/id/4000000074784548,Slugan Dubh,,,,hydrography,Bay,129861,721034,6000,150000,129329,721022,130190,721769,PA66,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA66,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074604399,http://data.ordnancesurvey.co.uk/id/4000000074604399,Stac an Aoineidh,,,,landform,Island,125232,722638,1000,800000,124977,722389,125477,722889,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074750830,http://data.ordnancesurvey.co.uk/id/4000000074750830,Sgiath Gheal,,,,landform,Other Coastal Landform,136792,722359,1000,50000,136545,722109,137045,722609,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074604411,http://data.ordnancesurvey.co.uk/id/4000000074604411,Eilean Corrach,,,,landform,Island,131143,725767,1000,800000,130893,725528,131393,726028,PA66,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA66,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074786369,http://data.ordnancesurvey.co.uk/id/4000000074786369,Port an Fhasgaidh,,,,hydrography,Tidal Water,132289,735181,2000,150000,132082,735088,132582,735588,PA73,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA73,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074798707,http://data.ordnancesurvey.co.uk/id/4000000074798707,Sea of the Hebrides,,,,hydrography,Sea,129093,720360,911000,12000000,54715,719330,194928,847250,PA66,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA66,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074779965,http://data.ordnancesurvey.co.uk/id/4000000074779965,Cnoc nan Cliabh,,,,landform,Hill Or Mountain,127921,723759,1000,300000,127671,723509,128171,724009,PA76,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA76,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074750292,http://data.ordnancesurvey.co.uk/id/4000000074750292,Rubha Beag,,,,landform,Other Coastal Landform,138106,722118,1000,20000,137862,721869,138362,722369,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074645432,http://data.ordnancesurvey.co.uk/id/4000000074645432,Coille na Gualainn,,,,landcover,Woodland Or Forest,137535,721672,3000,400000,137305,721422,137840,721922,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
